N274,CentavitoNET274,PesoCentavito274,PopoCentavito274,DianitaNET274,PesoDianita274,PopoDianita274,LeticiaNET274,PesoLeticia274,PopoLeticia274,MorochaNET274,PesoMorocha274,PopoMorocha274,MuchiraNET274,PesoMuchira274,PopoMuchira274,SorayaNET274,PesoSoraya274,PopoSoraya274,VivianaNET274,PesoViviana274,PopoViviana274
250,11,411.1817798,41.11817798,11.6,482.1883186,48.21883186,9.8,389.366914,38.9366914,8.9,563.3836634,56.33836634,8.9,365.8582204,36.58582204,3.4,451.2807512,45.12807512,0,426.1894294,42.61894294
251,9.6,411.8362819,41.18362819,13.6,482.1640393,48.21640393,9,389.3470978,38.93470978,8.6,564.7132606,56.47132606,8.8,364.4600188,36.44600188,3.6,451.356212,45.1356212,0,427.7564419,42.77564419
252,13.6,412.49137,41.249137,12,482.1046238,48.21046238,9.8,389.338498,38.9338498,10.4,566.1742726,56.61742726,9.4,363.0548949,36.30548949,4.8,451.4311843,45.14311843,0,429.5053815,42.95053815
253,9.4,413.1470187,41.31470187,15,482.0115997,48.20115997,10,389.3406268,38.93406268,10.2,567.7609859,56.77609859,12.2,361.6431497,36.16431497,3.4,451.5056896,45.15056896,0,431.4283381,43.14283381
254,9.2,413.8032024,41.38032024,9.4,481.8864946,48.18864946,9.2,389.3529967,38.93529967,8.4,569.4676868,56.94676868,11.6,360.2250843,36.02250843,4.2,451.579749,45.1579749,0,433.517402,43.3517402
255,9.8,414.4598956,41.44598956,10.6,481.7308363,48.17308363,11.8,389.3751199,38.93751199,10,571.2886614,57.12886614,9.4,358.8009995,35.88009995,3.2,451.6533837,45.16533837,0,435.7646632,43.57646632
256,9.6,415.117073,41.5117073,8.2,481.5461524,48.15461524,11.2,389.4065089,38.94065089,9.6,573.2181963,57.32181963,9.8,357.3711963,35.73711963,3,451.726615,45.1726615,0,438.1622119,43.81622119
257,9.6,415.774709,41.5774709,9.6,481.3339706,48.13339706,8.6,389.4466758,38.94466758,8.2,575.2505775,57.52505775,0,355.9359758,35.59359758,3.2,451.7994642,45.17994642,0,440.7021382,44.07021382
258,12,416.4327781,41.64327781,10.4,481.0958184,48.10958184,9.8,389.4951331,38.94951331,0,577.3800916,57.73800916,0,354.4956388,35.44956388,2,451.8719523,45.18719523,0,443.3765323,44.33765323
259,8.4,417.0912548,41.70912548,11,480.8332237,48.08332237,8.4,389.551393,38.9551393,0,579.6010247,57.96010247,0,353.0504863,35.30504863,2.4,451.9441008,45.19441008,0,446.1774843,44.61774843
260,7,417.7501138,41.77501138,5.6,480.547714,48.0547714,9.4,389.614968,38.9614968,0,581.9076632,58.19076632,0,351.6008193,35.16008193,2,452.0159308,45.20159308,0,449.0970843,44.90970843
261,6.8,418.4093294,41.84093294,6,480.240817,48.0240817,0,389.6853703,38.96853703,0,584.2942934,58.42942934,0,350.1469388,35.01469388,4,452.0874636,45.20874636,0,452.1274224,45.21274224
262,8.3,419.0688763,41.90688763,12,479.9140604,47.99140604,0,389.7621123,38.97621123,0,586.7552016,58.67552016,0,348.6891457,34.86891457,3.4,452.1587203,45.21587203,0,455.2605888,45.52605888
263,8.7,419.7287289,41.97287289,12.2,479.5689718,47.95689718,0,389.8447063,38.98447063,0,589.2846741,58.92846741,0,347.227741,34.7227741,3.6,452.2297222,45.22297222,0,458.4886737,45.84886737
264,5.8,420.3888618,42.03888618,11,479.207079,47.9207079,0,389.9326646,38.99326646,0,591.8769973,59.18769973,0,345.7630256,34.57630256,1.9,452.3004906,45.23004906,0,461.803767,46.1803767
265,7.4,421.0492495,42.10492495,10.4,478.8299095,47.88299095,0,390.0254996,39.00254996,0,594.5264573,59.45264573,0,344.2953006,34.42953006,3,452.3710467,45.23710467,0,465.1979591,46.51979591
266,2.6,421.7098665,42.17098665,5.6,478.438991,47.8438991,0,390.1227237,39.01227237,0,597.2273406,59.72273406,0,342.8248669,34.28248669,2.8,452.4414116,45.24414116,0,468.66334,46.866334
267,0,422.3706873,42.23706873,10.3,478.0358512,47.80358512,0,390.223849,39.0223849,0,599.9739334,59.99739334,0,341.3520255,34.13520255,3.8,452.5116067,45.25116067,0,472.1919998,47.21919998
268,0,423.0316865,42.30316865,10.6,477.6220178,47.76220178,0,390.3283881,39.03283881,0,602.7605221,60.27605221,0,339.8770773,33.98770773,3.2,452.5816532,45.25816532,0,475.7760287,47.57760287
269,0,423.6928385,42.36928385,10.8,477.1990184,47.71990184,0,390.4358531,39.04358531,0,605.5813929,60.55813929,0,338.4003233,33.84003233,3,452.6515723,45.26515723,0,479.4075168,47.94075168
270,0,424.3541179,42.43541179,0,476.7683807,47.67683807,0,390.5457565,39.05457565,0,608.4308321,60.84308321,0,336.9220644,33.69220644,3,452.7213852,45.27213852,0,483.0785542,48.30785542
271,0,425.0154993,42.50154993,0,476.3316324,47.63316324,0,390.6576105,39.06576105,0,611.3031262,61.13031262,0,335.4426017,33.54426017,1.9,452.7911132,45.27911132,0,486.7812311,48.67812311
272,0,425.676957,42.5676957,0,475.890301,47.5890301,0,390.7709276,39.07709276,0,614.1925613,61.41925613,0,333.9622361,33.39622361,3.4,452.8607776,45.28607776,0,490.5076376,49.05076376
273,0,426.3384658,42.63384658,0,475.4459143,47.54459143,0,390.8852199,39.08852199,0,617.0934238,61.70934238,0,332.4812685,33.24812685,2.2,452.9303994,45.29303994,0,494.2498639,49.42498639
274,0,427,42.7,0,475,47.5,0,391,39.1,0,620,62,0,331,33.1,2.8,453,45.3,0,498,49.8
